id,native_text,target_text,cefr_level,is_public,collection_id,unit_type,structure,function,grammar_points
10142,Tại sao bạn lại đốt những bức ảnh này?,Why are you burning these pictures?,Vỡ lòng (A1),True,2971,sentence,simple,interrogative,present_continuous|question_form|pronoun|determiner|noun
10143,Lấy.,Get.,Vỡ lòng (A1),True,2972,word,,,verb
10144,Anh ấy đang cố gắng tìm việc làm.,He's trying to get a job.,Vỡ lòng (A1),True,2972,sentence,simple,declarative,present_continuous|pronoun|verb_phrase|noun
10145,Bạn quen biết cô ấy như thế nào?,How did you get to know her?,Vỡ lòng (A1),True,2972,sentence,simple,interrogative,past_simple|question_form|pronoun|adverb|verb_phrase
10146,Chúng ta chỉ còn năm phút để đến đó.,We only have five minutes to get there.,Sơ cấp (A2),True,2972,sentence,simple,declarative,present_simple|pronoun|adverb|verb|determiner|noun|noun_phrase|verb_phrase
10147,Đừng.,Don't.,Vỡ lòng (A1),True,2973,word,,,verb|negation|present_simple
10148,"Đừng bắn, tôi đầu hàng.","Don't shoot, I surrender.",Vỡ lòng (A1),True,2973,sentence,compound,imperative,present_simple|negation|pronoun|verb|conjunction
10149,Bạn không biết tên anh ta sao?,Don't you know his name?,Sơ cấp (A2),True,2973,sentence,simple,interrogative,present_simple|negation|question_form|pronoun|verb|determiner|noun
10150,Tôi không biết anh ấy đang ở đâu.,I don't know where he is.,Vỡ lòng (A1),True,2973,sentence,complex,declarative,present_simple|negation|question_form
10151,Tên.,Name.,Vỡ lòng (A1),True,2974,word,,,verb
10152,Bạn tên là gì?,What's your name?,Vỡ lòng (A1),True,2974,sentence,simple,interrogative,present_simple|question_form|determiner|noun
10153,Ông ấy viết tên bằng chữ in hoa.,He wrote the name in capitals.,Sơ cấp (A2),True,2974,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10154,Cô ấy đã nhắc đến tên tôi trong cuốn sách của mình.,She mentioned my name in her book.,Vỡ lòng (A1),True,2974,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10155,Nói chuyện.,Speak.,Vỡ lòng (A1),True,2975,word,,,verb
10156,Anh ấy có nói được tiếng Anh không?,Can he speak English?,Vỡ lòng (A1),True,2975,sentence,simple,interrogative,modal|question_form|pronoun|verb|noun
10157,Anh ấy có thể nói mười thứ tiếng.,He can speak ten languages.,Sơ cấp (A2),True,2975,sentence,simple,declarative,modal|pronoun|verb|determiner|noun
10158,Tôi có thể nói tiếng Anh trôi chảy.,I can speak English fluently.,Sơ cấp (A2),True,2975,sentence,simple,declarative,modal|pronoun|verb|noun|adverb
10159,Anh ấy nói tiếng Anh rất giỏi.,He can speak English very well.,Sơ cấp (A2),True,2975,sentence,simple,declarative,modal|pronoun|verb_phrase|noun|adverb_phrase
10160,Có thể.,Can.,Vỡ lòng (A1),True,2976,word,,,modal|verb
10161,Tôi may vá rất giỏi.,I can sew very well.,Sơ cấp (A2),True,2976,sentence,simple,declarative,pronoun|modal|verb|adverb|adverb_phrase
10162,Khách sạn này có thể chứa được năm trăm khách.,This hotel can accommodate five hundred guests.,Sơ cấp (A2),True,2976,sentence,simple,declarative,modal|noun_phrase|determiner|noun|verb|adjective
10163,Tốt.,Well.,Vỡ lòng (A1),True,2977,word,,,adverb
10164,Anh ấy bảo dưỡng xe rất tốt.,He maintains his car well.,Sơ cấp (A2),True,2977,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|adverb|noun_phrase|verb_phrase
10165,Anh ấy chơi trống rất giỏi.,He plays drums very well.,Sơ cấp (A2),True,2977,sentence,simple,declarative,present_simple|pronoun|verb|noun|adverb|verb_phrase
10166,Rất.,Very.,Vỡ lòng (A1),True,2978,word,,,adverb
10167,Tôi buồn ngủ quá.,I'm very sleepy.,Vỡ lòng (A1),True,2978,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|adjective_phrase
10168,Họ là những nhà tuyển dụng rất tốt.,They're very good employers.,Sơ cấp (A2),True,2978,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective|noun
10169,Xe hơi.,Car.,Vỡ lòng (A1),True,2979,word,,,noun
10170,Xe của bạn đã được đăng ký chưa?,Is your car licensed?,Vỡ lòng (A1),True,2979,sentence,simple,interrogative,present_simple|passive|question_form|determiner|noun_phrase|verb
10171,Cô ấy lái một chiếc xe nhập khẩu.,She drives an imported car.,Sơ cấp (A2),True,2979,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
10172,Tôi đã bán chiếc xe của mình cho James với giá 90.000 đô la.,"I sold my car to James for $90,000.",Sơ cấp (A2),True,2979,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10173,Chỉ một.,Only.,Vỡ lòng (A1),True,2980,word,,,adverb
10174,Chúng ta chỉ có hai lựa chọn.,We only have two options.,Sơ cấp (A2),True,2980,sentence,simple,declarative,present_simple|pronoun|adverb|verb|determiner|noun|noun_phrase|verb_phrase
10175,Tôi là người duy nhất sống sót.,I'm the only one who survived.,Vỡ lòng (A1),True,2980,sentence,complex,declarative,present_simple|relative_clause|pronoun|adjective
10176,Đây là cuốn sách duy nhất tôi có.,This is the only book I have.,Vỡ lòng (A1),True,2980,sentence,complex,declarative,present_simple|relative_clause
10177,Chỉ có ba ứng viên cho vị trí này.,There are only three candidates for the job.,Sơ cấp (A2),True,2980,sentence,simple,declarative,present_simple|noun|verb|adverb|preposition|determiner|noun_phrase|prepositional_phrase
10178,Cuốn sách.,Book.,Vỡ lòng (A1),True,2981,word,,,noun|verb
10179,Cuốn sách này của ai?,Whose is this book?,Vỡ lòng (A1),True,2981,sentence,simple,interrogative,present_simple|question_form|pronoun|determiner|noun|verb|noun_phrase
10180,Tôi mượn cuốn sách này từ anh ấy.,I borrowed this book from him.,Vỡ lòng (A1),True,2981,sentence,simple,declarative,past_simple|pronoun|determiner|noun|preposition|prepositional_phrase
10181,Cuốn sách này được in năm 2014.,This book was printed in 2014.,Sơ cấp (A2),True,2981,sentence,simple,declarative,past_simple|passive
10182,Cái này.,This.,Vỡ lòng (A1),True,2982,word,,,pronoun|determiner
10183,Chúng tôi nhập khẩu sản phẩm này từ Úc.,We imported this from Australia.,Sơ cấp (A2),True,2982,sentence,simple,declarative,past_simple|pronoun|verb|preposition|noun|prepositional_phrase
10184,Từ.,From.,Sơ cấp (A2),True,2983,word,,,preposition
10185,Bạn đến từ đâu?,Where are you from?,Vỡ lòng (A1),True,2983,sentence,simple,interrogative,present_simple|question_form|pronoun|preposition|adverb
10186,Tôi đã học được rất nhiều điều từ bạn.,I learned a lot from you.,Sơ cấp (A2),True,2983,sentence,simple,declarative,past_simple|pronoun|verb|preposition|adverb_phrase|prepositional_phrase
10187,Nhiều.,Lot.,Vỡ lòng (A1),True,2984,word,,,noun
10188,Anh ấy có rất nhiều tiền.,He has a lot of money.,Vỡ lòng (A1),True,2984,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun_phrase
10189,Cô ấy nợ anh ta rất nhiều tiền.,She owes him a lot of money.,Sơ cấp (A2),True,2984,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10190,Ông ta đã thua lỗ rất nhiều tiền vì cá cược ngựa.,He lost a lot of money on the horses.,Sơ cấp (A2),True,2984,sentence,simple,declarative,past_simple|pronoun|verb|noun_phrase|prepositional_phrase
10191,Ở đâu?,Where?,Vỡ lòng (A1),True,2985,word,,,adverb|question_form
10192,Các con tôi đâu rồi?,Where are my kids?,Vỡ lòng (A1),True,2985,sentence,simple,interrogative,question_form|present_simple|verb|determiner|noun|noun_phrase
10193,Các em nhỏ đâu rồi?,Where are the kids?,Vỡ lòng (A1),True,2985,sentence,simple,interrogative,present_simple|question_form|adverb|verb|determiner|noun|noun_phrase
10194,Bạn có biết anh ấy sống ở đâu không?,Do you know where he lives?,Vỡ lòng (A1),True,2985,sentence,complex,interrogative,present_simple|question_form|relative_clause|pronoun|verb
10195,Chúng ta sẽ đi ăn tối ở đâu?,Where are we going for dinner?,Vỡ lòng (A1),True,2985,sentence,simple,interrogative,future_going_to|question_form|pronoun|verb|adverb|preposition|noun|prepositional_phrase
10196,Bữa tối.,Dinner.,Vỡ lòng (A1),True,2986,word,,,noun
10197,Bạn đã ăn tối xong chưa?,Have you finished dinner yet?,Vỡ lòng (A1),True,2986,sentence,simple,interrogative,present_perfect|question_form|pronoun|verb|noun|adverb
10198,Bạn đã ăn tối chưa?,Have you had dinner yet?,Vỡ lòng (A1),True,2986,sentence,simple,interrogative,present_perfect|question_form|pronoun|noun|adverb
10199,Tôi đã mời hàng xóm đến ăn tối.,I invited my neighbors to dinner.,Vỡ lòng (A1),True,2986,sentence,simple,declarative,past_simple|pronoun|verb|determiner|noun|preposition|noun_phrase|prepositional_phrase
10200,Bạn có muốn dùng bữa tối với chúng tôi không?,Would you like to have dinner with us?,Vỡ lòng (A1),True,2986,sentence,simple,interrogative,modal|question_form|verb|noun|pronoun|preposition
10201,Khách sạn.,Hotel.,Vỡ lòng (A1),True,2987,word,,,noun
10202,Bạn có biết khách sạn đó không?,Do you know that hotel?,Vỡ lòng (A1),True,2987,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|determiner|noun|noun_phrase
10203,Họ đã đến khách sạn.,They arrived at the hotel.,Sơ cấp (A2),True,2987,sentence,simple,declarative,past_simple|pronoun|verb|prepositional_phrase|preposition|determiner|noun
10204,Khách sạn này được thiết kế bởi một kiến ​​trúc sư người Nhật Bản.,The hotel was designed by a Japanese architect.,Sơ cấp (A2),True,2987,sentence,simple,declarative,past_simple|passive|noun_phrase|verb_phrase|prepositional_phrase|adjective
10205,Tôi đã hủy đặt phòng khách sạn và ở nhờ nhà bạn bè.,I cancelled my hotel reservations and stayed with friends.,Sơ cấp (A2),True,2987,sentence,compound,declarative,past_simple|conjunction
10206,Dừng lại.,Stop.,Vỡ lòng (A1),True,2988,word,,,verb
10207,Đừng cắn móng tay nữa.,Stop biting your nails.,Vỡ lòng (A1),True,2988,sentence,simple,imperative,verb|pronoun|noun|verb_phrase
10208,Đừng mút ngón tay nữa.,Stop sucking your thumb.,Vỡ lòng (A1),True,2988,sentence,simple,imperative,present_simple|verb|verb_phrase|pronoun|noun_phrase
10209,Anh ấy ra hiệu cho tôi dừng lại.,He signaled me to stop.,Sơ cấp (A2),True,2988,sentence,simple,declarative,past_simple|pronoun|verb|verb_phrase
10210,Đừng nhìn chằm chằm vào tôi như thế nữa.,Stop staring at me like that.,Vỡ lòng (A1),True,2988,sentence,simple,imperative,present_simple|verb|pronoun|preposition|verb_phrase|prepositional_phrase|adverb_phrase
10211,Chi trả.,Pay.,Vỡ lòng (A1),True,2989,word,,,verb
10212,Bạn trả càng nhiều tiền thì sao?,The more you pay?,Sơ cấp (A2),True,2989,sentence,complex,interrogative,comparison|question_form|present_simple|pronoun|verb|determiner|adverb
10213,Bạn sẽ trả nợ bằng cách nào?,How will you pay your debts?,Sơ cấp (A2),True,2989,sentence,simple,interrogative,future_will|question_form|pronoun|verb|determiner|noun
10214,Bạn muốn thanh toán bằng cách nào?,How would you like to pay?,Vỡ lòng (A1),True,2989,sentence,simple,interrogative,question_form|modal|verb|pronoun
10215,Ông ta đề nghị bồi thường thiệt hại.,He offered to pay for the damages.,Sơ cấp (A2),True,2989,sentence,simple,declarative,past_simple|pronoun|verb_phrase|prepositional_phrase|noun
10216,Hơn.,More.,Vỡ lòng (A1),True,2990,word,,,adverb|comparison
10217,Càng nhiều càng tốt.,"The more, the more.",Sơ cấp (A2),True,2990,phrase,,,comparison|determiner|adverb
10218,Anh ấy kiếm được gấp ba lần tôi.,He earns three times more than me.,Sơ cấp (A2),True,2990,sentence,simple,declarative,present_simple|comparison|pronoun|verb|adverb|preposition
10219,Anh ấy yêu tôi hơn bạn.,He loves me more than you do.,Vỡ lòng (A1),True,2990,sentence,complex,declarative,present_simple|comparison|pronoun|verb|adverb
10220,Cái đó.,That.,Vỡ lòng (A1),True,2991,word,,,pronoun
10221,Công ty đó đã phá sản.,That company went bankrupt.,Sơ cấp (A2),True,2991,sentence,simple,declarative,past_simple|noun_phrase|determiner|noun|verb|adjective
10222,Ông ta thừa nhận mình đã thất bại.,He acknowledges that he was defeated.,Sơ cấp (A2),True,2991,sentence,complex,declarative,present_simple|passive|conjunction
10223,Cô ấy có liên hệ với công ty đó.,She is connected with that company.,Sơ cấp (A2),True,2991,sentence,simple,declarative,present_simple|passive|pronoun|verb|preposition|determiner|noun|prepositional_phrase
10224,Bạn bị mất việc à? Thật tệ!,You lost your job? That sucks!,Sơ cấp (A2),True,2991,sentence,,,past_simple|question_form|pronoun|verb|noun|determiner
10225,Công ty.,Company.,Sơ cấp (A2),True,2992,word,,,noun
10226,Công ty đang phải vật lộn để tồn tại.,The company is struggling for survival.,Sơ cấp (A2),True,2992,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|prepositional_phrase|determiner|noun|verb|preposition
10227,Công ty đang có kế hoạch tuyển dụng năm mươi công nhân.,The company is planning to hire fifty workers.,Sơ cấp (A2),True,2992,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|determiner|noun|verb|adjective
10228,Công ty được thành lập vào năm 1982.,The company was formed in nineteen eighty two.,Sơ cấp (A2),True,2992,sentence,simple,declarative,past_simple|passive|noun_phrase|verb_phrase|prepositional_phrase|determiner|noun|verb|preposition|time_sequence
10229,Hai.,Two.,Vỡ lòng (A1),True,2993,word,,,determiner
10230,Tôi có hai cháu trai.,I have two nephews.,Vỡ lòng (A1),True,2993,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10231,Tôi có hai cháu gái.,I have two nieces.,Vỡ lòng (A1),True,2993,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10232,Họ có hai cháu.,They have two grandchildren.,Sơ cấp (A2),True,2993,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
10233,Hai đứa trẻ đang ngồi trên hàng rào.,Two children are sitting on the fence.,Vỡ lòng (A1),True,2993,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|prepositional_phrase|noun|verb|determiner|preposition
10234,Chúng ta.,Us.,Vỡ lòng (A1),True,2994,word,,,pronoun
10235,Anh ta không thích chúng ta.,He doesn't like us.,Vỡ lòng (A1),True,2994,sentence,simple,declarative,present_simple|negation|pronoun|verb
10236,Họ đến trước chúng tôi.,They arrived before us.,Sơ cấp (A2),True,2994,sentence,simple,declarative,past_simple|pronoun|verb|preposition|prepositional_phrase
10237,Anh ta có vẻ quen biết chúng ta.,He seems to know us.,Sơ cấp (A2),True,2994,sentence,simple,declarative,present_simple|pronoun|verb|verb_phrase
10238,Ông ấy đã mua vui cho chúng tôi hàng giờ liền bằng những câu chuyện và những trò đùa của mình.,He entertained us for hours with his stories and jokes.,Sơ cấp (A2),True,2994,sentence,simple,declarative,past_simple|pronoun|verb|preposition|noun|conjunction|determiner
